i,time,message,,lat_nmea,,lon_nmea,,,,,,,,,,
3745,1619170546.7217302,$GPGGA,132459.20,5523.70910969,N,01023.26759266,E,4,09,1.3,12.886,M,39.466,M,1.2,0001*7A
3746,1619170547.19536,$GPGGA,132459.20,5523.70910969,N,01023.26759266,E,4,09,1.3,12.886,M,39.466,M,1.2,0001*7A
3747,1619170547.7348764,$GPGGA,132459.20,5523.70910969,N,01023.26759266,E,4,09,1.3,12.886,M,39.466,M,1.2,0001*7A
3748,1619170548.6039383,$GPGGA,132502.15,5523.70994108,N,01023.27046151,E,4,08,1.4,12.866,M,39.466,M,1.1,0001*74
3749,1619170549.1427486,$GPGGA,132502.15,5523.70994108,N,01023.27046151,E,4,08,1.4,12.866,M,39.466,M,1.1,0001*74
3750,1619170549.6171975,$GPGGA,132502.15,5523.70994108,N,01023.27046151,E,4,08,1.4,12.866,M,39.466,M,1.1,0001*74
3751,1619170550.2211535,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3752,1619170550.7608123,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3753,1619170551.299276,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3754,1619170551.8417144,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3755,1619170552.376982,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3756,1619170552.8430452,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3757,1619170553.2541268,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3758,1619170553.7214594,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3759,1619170554.2594101,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3760,1619170554.798653,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3761,1619170555.3374853,$GPGGA,132503.70,5523.71039135,N,01023.27187397,E,4,08,1.4,12.902,M,39.466,M,0.7,0001*77
3762,1619170555.7392476,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3763,1619170556.3431714,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3764,1619170556.9552436,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3765,1619170557.49433,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3766,1619170558.0326319,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3767,1619170558.5640893,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3768,1619170559.1024141,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3769,1619170559.64233,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3770,1619170560.1817958,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3771,1619170560.5826,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3772,1619170561.194162,$GPGGA,132509.15,5523.71200918,N,01023.27700821,E,4,08,2.1,12.846,M,39.466,M,1.1,0001*7E
3773,1619170561.7974403,$GPGGA,132515.20,5523.71140023,N,01023.28165691,E,4,06,3.1,12.614,M,39.466,M,2.2,0001*7A
3774,1619170562.337115,$GPGGA,132515.20,5523.71140023,N,01023.28165691,E,4,06,3.1,12.614,M,39.466,M,2.2,0001*7A
3775,1619170562.8764005,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3776,1619170563.2140005,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3777,1619170563.6157944,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3778,1619170564.2193444,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3779,1619170564.7588642,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3780,1619170565.297691,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3781,1619170565.6371548,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3782,1619170566.376083,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3783,1619170566.9147081,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3784,1619170567.455223,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3785,1619170567.993325,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3786,1619170568.5241067,$GPGGA,132516.65,5523.71112094,N,01023.28263808,E,4,06,3.1,12.806,M,39.466,M,1.6,0001*72
3787,1619170569.0632422,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3788,1619170569.6014616,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3789,1619170570.1406784,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3790,1619170570.6805367,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3791,1619170571.154492,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3792,1619170571.7585924,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3793,1619170572.2972822,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3794,1619170572.7628682,$GPGGA,132522.85,5523.70965011,N,01023.28487491,E,4,08,1.4,12.810,M,39.466,M,0.9,0001*7F
3795,1619170573.3747952,$GPGGA,132526.80,5523.70755125,N,01023.28637294,E,4,07,2.2,12.624,M,39.466,M,0.8,0001*7D
3796,1619170573.914702,$GPGGA,132526.80,5523.70755125,N,01023.28637294,E,4,07,2.2,12.624,M,39.466,M,0.8,0001*7D
3797,1619170574.4534557,$GPGGA,132526.80,5523.70755125,N,01023.28637294,E,4,07,2.2,12.624,M,39.466,M,0.8,0001*7D
3798,1619170574.9835765,$GPGGA,132526.80,5523.70755125,N,01023.28637294,E,4,07,2.2,12.624,M,39.466,M,0.8,0001*7D
3799,1619170575.5227027,$GPGGA,132526.80,5523.70755125,N,01023.28637294,E,4,07,2.2,12.624,M,39.466,M,0.8,0001*7D
3800,1619170576.0638866,$GPGGA,132526.80,5523.70755125,N,01023.28637294,E,4,07,2.2,12.624,M,39.466,M,0.8,0001*7D
3801,1619170576.5361695,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3802,1619170577.1438727,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3803,1619170577.6142933,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3804,1619170578.2176661,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3805,1619170578.7568328,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3806,1619170579.296753,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3807,1619170579.8361769,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3808,1619170580.374793,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3809,1619170580.9138079,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3810,1619170581.4520814,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3811,1619170581.9828253,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3812,1619170582.5224159,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3813,1619170582.9965975,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3814,1619170583.4633238,$GPGGA,132530.15,5523.70547884,N,01023.28703063,E,4,06,3.3,12.862,M,39.466,M,1.1,0001*7C
3815,1619170584.002266,$GPGGA,132537.45,5523.70308161,N,01023.28848638,E,4,07,2.6,12.630,M,39.466,M,1.5,0001*71
3816,1619170584.678986,$GPGGA,132537.45,5523.70308161,N,01023.28848638,E,4,07,2.6,12.630,M,39.466,M,1.5,0001*71
3817,1619170585.2194078,$GPGGA,132537.45,5523.70308161,N,01023.28848638,E,4,07,2.6,12.630,M,39.466,M,1.5,0001*71
3818,1619170585.75664,$GPGGA,132537.45,5523.70308161,N,01023.28848638,E,4,07,2.6,12.630,M,39.466,M,1.5,0001*71
3819,1619170586.2972012,$GPGGA,132537.45,5523.70308161,N,01023.28848638,E,4,07,2.6,12.630,M,39.466,M,1.5,0001*71
3820,1619170586.8351996,$GPGGA,132537.45,5523.70308161,N,01023.28848638,E,4,07,2.6,12.630,M,39.466,M,1.5,0001*71
3821,1619170587.3736975,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3822,1619170587.9132247,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3823,1619170588.378817,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3824,1619170588.9844673,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3825,1619170589.5214593,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3826,1619170590.0644696,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3827,1619170590.5349166,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3828,1619170591.1393623,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3829,1619170591.6784656,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3830,1619170592.0795012,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3831,1619170592.6183467,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3832,1619170593.294997,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3833,1619170594.0988853,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3834,1619170594.372983,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3835,1619170594.7745225,$GPGGA,132540.95,5523.70104067,N,01023.28879033,E,4,08,1.3,12.598,M,39.466,M,2.0,0001*74
3836,1619170595.44298,$GPGGA,132548.70,5523.69612962,N,01023.28885032,E,5,05,2.9,10.765,M,39.466,M,1.7,0001*72
3837,1619170595.9834375,$GPGGA,132548.70,5523.69612962,N,01023.28885032,E,5,05,2.9,10.765,M,39.466,M,1.7,0001*72
3838,1619170596.5213559,$GPGGA,132548.70,5523.69612962,N,01023.28885032,E,5,05,2.9,10.765,M,39.466,M,1.7,0001*72
3839,1619170596.9225621,$GPGGA,132548.70,5523.69612962,N,01023.28885032,E,5,05,2.9,10.765,M,39.466,M,1.7,0001*72
3840,1619170597.6029034,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3841,1619170598.138143,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3842,1619170598.6768277,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3843,1619170599.2176769,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3844,1619170599.6818728,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3845,1619170600.2945526,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3846,1619170600.695983,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3847,1619170601.3642507,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3848,1619170601.9033096,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3849,1619170602.445317,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3850,1619170602.9165552,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3851,1619170603.3833559,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3852,1619170603.7937515,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3853,1619170604.333108,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3854,1619170604.8631833,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3855,1619170605.4042768,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3856,1619170605.8130078,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3857,1619170606.4161034,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3858,1619170607.0197506,$GPGGA,132551.15,5523.69574818,N,01023.29105480,E,5,05,3.9,20.368,M,39.466,M,1.1,0001*76
3859,1619170607.5665612,$GPGGA,132601.15,5523.68645617,N,01023.29332103,E,2,10,1.0,14.257,M,39.466,M,1.1,0001*7B
3860,1619170608.0977085,$GPGGA,132601.15,5523.68645617,N,01023.29332103,E,2,10,1.0,14.257,M,39.466,M,1.1,0001*7B
3861,1619170608.6371038,$GPGGA,132601.15,5523.68645617,N,01023.29332103,E,2,10,1.0,14.257,M,39.466,M,1.1,0001*7B
3862,1619170609.1029804,$GPGGA,132601.15,5523.68645617,N,01023.29332103,E,2,10,1.0,14.257,M,39.466,M,1.1,0001*7B
3863,1619170609.7157302,$GPGGA,132601.15,5523.68645617,N,01023.29332103,E,2,10,1.0,14.257,M,39.466,M,1.1,0001*7B
3864,1619170610.2544885,$GPGGA,132603.95,5523.68468058,N,01023.29398878,E,2,10,1.1,14.025,M,39.466,M,0.9,0001*7B
3865,1619170610.7936573,$GPGGA,132603.95,5523.68468058,N,01023.29398878,E,2,10,1.1,14.025,M,39.466,M,0.9,0001*7B
3866,1619170611.3239915,$GPGGA,132603.95,5523.68468058,N,01023.29398878,E,2,10,1.1,14.025,M,39.466,M,0.9,0001*7B
3867,1619170611.7985094,$GPGGA,132603.95,5523.68468058,N,01023.29398878,E,2,10,1.1,14.025,M,39.466,M,0.9,0001*7B
3868,1619170612.273133,$GPGGA,132603.95,5523.68468058,N,01023.29398878,E,2,10,1.1,14.025,M,39.466,M,0.9,0001*7B
3869,1619170612.941831,$GPGGA,132603.95,5523.68468058,N,01023.29398878,E,2,10,1.1,14.025,M,39.466,M,0.9,0001*7B
3870,1619170613.3431935,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3871,1619170614.0190356,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3872,1619170614.5580244,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3873,1619170615.0983133,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3874,1619170615.6368132,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3875,1619170616.175446,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3876,1619170616.7140515,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3877,1619170617.1160953,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3878,1619170617.5216913,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3879,1619170618.0584757,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3880,1619170618.5967476,$GPGGA,132607.00,5523.68251824,N,01023.29394001,E,5,07,2.6,11.091,M,39.466,M,1.0,0001*71
3881,1619170618.9985466,$GPGGA,132612.35,5523.67877460,N,01023.29569775,E,5,07,2.0,11.235,M,39.466,M,1.4,0001*70
3882,1619170619.4046564,$GPGGA,132612.35,5523.67877460,N,01023.29569775,E,5,07,2.0,11.235,M,39.466,M,1.4,0001*70
3883,1619170619.9403744,$GPGGA,132612.35,5523.67877460,N,01023.29569775,E,5,07,2.0,11.235,M,39.466,M,1.4,0001*70
3884,1619170620.5434334,$GPGGA,132614.05,5523.67750370,N,01023.29634187,E,5,07,2.0,11.177,M,39.466,M,1.0,0001*78
3885,1619170621.0183835,$GPGGA,132614.05,5523.67750370,N,01023.29634187,E,5,07,2.0,11.177,M,39.466,M,1.0,0001*78
3886,1619170621.5573525,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3887,1619170622.0962646,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3888,1619170622.565187,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3889,1619170622.9734278,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3890,1619170623.7130096,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3891,1619170624.3169763,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3892,1619170625.057506,$GPGGA,132615.00,5523.67687461,N,01023.29660529,E,5,07,2.6,11.106,M,39.466,M,2.0,0001*72
3893,1619170625.596498,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3894,1619170626.135444,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3895,1619170626.5375621,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3896,1619170627.1406488,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3897,1619170627.7440534,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3898,1619170628.283487,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3899,1619170628.5621114,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3900,1619170629.0961704,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3901,1619170629.6349618,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3902,1619170630.1737812,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3903,1619170630.640217,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3904,1619170631.243698,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3905,1619170631.7834742,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3906,1619170632.3219008,$GPGGA,132619.15,5523.67409272,N,01023.29761046,E,5,07,2.6,11.016,M,39.466,M,1.1,0001*74
3907,1619170632.872883,$GPGGA,132626.15,5523.66957289,N,01023.29942661,E,5,06,3.0,10.759,M,39.466,M,1.1,0001*7C
3908,1619170633.3352144,$GPGGA,132626.15,5523.66957289,N,01023.29942661,E,5,06,3.0,10.759,M,39.466,M,1.1,0001*7C
3909,1619170633.6736069,$GPGGA,132626.15,5523.66957289,N,01023.29942661,E,5,06,3.0,10.759,M,39.466,M,1.1,0001*7C
3910,1619170634.2129958,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3911,1619170634.7433603,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3912,1619170635.2176683,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3913,1619170635.8273063,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3914,1619170636.3619566,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3915,1619170636.8995671,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3916,1619170637.4393988,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3917,1619170637.9130595,$GPGGA,132627.50,5523.66877736,N,01023.30003313,E,5,08,1.7,13.610,M,39.466,M,1.5,0001*7A
3918,1619170638.5177395,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3919,1619170639.0558286,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3920,1619170639.6592078,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3921,1619170640.3989267,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3922,1619170640.9385717,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3923,1619170641.4772365,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3924,1619170642.0165856,$GPGGA,132632.10,5523.66602250,N,01023.30146514,E,5,08,1.7,13.479,M,39.466,M,1.1,0001*7B
3925,1619170642.4823372,$GPGGA,132635.90,5523.66351035,N,01023.30201966,E,5,08,1.5,13.122,M,39.466,M,3.9,0001*7C
3926,1619170643.095037,$GPGGA,132635.90,5523.66351035,N,01023.30201966,E,5,08,1.5,13.122,M,39.466,M,3.9,0001*7C
3927,1619170643.4960425,$GPGGA,132635.90,5523.66351035,N,01023.30201966,E,5,08,1.5,13.122,M,39.466,M,3.9,0001*7C
3928,1619170644.1727874,$GPGGA,132637.45,5523.66239246,N,01023.30213499,E,5,08,1.5,12.969,M,39.466,M,5.4,0001*7C
3929,1619170644.7032743,$GPGGA,132637.45,5523.66239246,N,01023.30213499,E,5,08,1.5,12.969,M,39.466,M,5.4,0001*7C
3930,1619170645.2429032,$GPGGA,132638.95,5523.66133824,N,01023.30230765,E,5,08,2.3,12.903,M,39.466,M,6.9,0001*7F
3931,1619170645.784987,$GPGGA,132638.95,5523.66133824,N,01023.30230765,E,5,08,2.3,12.903,M,39.466,M,6.9,0001*7F
3932,1619170646.3206885,$GPGGA,132638.95,5523.66133824,N,01023.30230765,E,5,08,2.3,12.903,M,39.466,M,6.9,0001*7F
3933,1619170646.8600883,$GPGGA,132638.95,5523.66133824,N,01023.30230765,E,5,08,2.3,12.903,M,39.466,M,6.9,0001*7F
3934,1619170647.3998828,$GPGGA,132640.50,5523.66028652,N,01023.30232529,E,5,08,2.3,12.871,M,39.466,M,8.5,0001*73
3935,1619170647.936956,$GPGGA,132640.50,5523.66028652,N,01023.30232529,E,5,08,2.3,12.871,M,39.466,M,8.5,0001*73
3936,1619170648.477434,$GPGGA,132640.50,5523.66028652,N,01023.30232529,E,5,08,2.3,12.871,M,39.466,M,8.5,0001*73
3937,1619170649.2160954,$GPGGA,132642.60,5523.65880326,N,01023.30222212,E,5,07,2.3,12.746,M,39.466,M,10.6,0001*4D
3938,1619170649.755293,$GPGGA,132642.60,5523.65880326,N,01023.30222212,E,5,07,2.3,12.746,M,39.466,M,10.6,0001*4D
3939,1619170650.3591442,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3940,1619170650.8979614,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
